日期,收盘,开盘,高,低,交易量,涨跌幅
2021/10/18,3460.27,3487.33,3487.33,3436.34,1.15B,-0.37%
2021/10/19,3508.97,3465.54,3528.23,3465.54,1.28B,1.41%
2021/10/20,3528.44,3537.1,3537.1,3499.38,1.10B,0.55%
2021/10/21,3541.32,3529.11,3556.98,3513.3,1.56B,0.37%
2021/10/22,3539.2,3554.69,3563.19,3524.24,1.08B,-0.06%
2021/10/25,3551.45,3541.24,3556.26,3509.62,1.09B,0.35%
2021/10/26,3549.77,3563.36,3563.36,3537.97,1.10B,-0.05%
2021/10/27,3524.27,3533.17,3539.11,3515.52,1.19B,-0.72%
2021/10/28,3497.11,3511.01,3514.96,3482.14,1.45B,-0.77%
2021/10/29,3469.05,3479.17,3483.25,3451.44,1.81B,-0.80%
2021/11/1,3483.96,3458.66,3487.49,3435.64,1.36B,0.43%
2021/11/2,3461.5,3529.83,3529.83,3454.99,1.48B,-0.64%
2021/11/3,3437.54,3444.47,3460.72,3425.46,1.04B,-0.69%
2021/11/4,3429.74,3436.54,3440.88,3415.26,1.45B,-0.23%
2021/11/5,3390.88,3399.58,3409.82,3376.43,1.50B,-1.13%
2021/11/8,3420.67,3389.34,3427.61,3388.67,1.25B,0.88%
2021/11/9,3404.13,3431.91,3432.2,3391.05,811.16M,-0.48%
2021/11/10,3372.45,3378.32,3383.27,3325.39,1.40B,-0.93%
2021/11/11,3413.01,3362.03,3420.55,3355.15,1.52B,1.20%
2021/11/12,3410.58,3431.32,3433.25,3393.48,1.04B,-0.07%
2021/11/15,3420.21,3421.73,3435.75,3402.04,793.91M,0.28%
2021/11/16,3443.33,3423.65,3444.87,3421.6,1.06B,0.68%
2021/11/17,3432.14,3426.84,3435.56,3412.74,876.49M,-0.32%
2021/11/18,3419.73,3412.12,3426.25,3411.1,1.10B,-0.36%
2021/11/19,3419.51,3404.77,3421.75,3390.9,1.12B,-0.01%
2021/11/22,3414.99,3422.16,3433.68,3410.65,889.35M,-0.13%
2021/11/23,3408.22,3402.88,3431.69,3396.68,1.09B,-0.20%
2021/11/24,3428.44,3429.44,3443.64,3413.28,923.12M,0.59%
2021/11/25,3427.56,3435.27,3435.27,3406.95,757.18M,-0.03%
2021/11/26,3341.63,3404.06,3404.06,3338,1.18B,-2.51%
2021/11/29,3314.47,3332.01,3355.39,3306.74,1.21B,-0.81%
2021/11/30,3259.02,3308.27,3325.86,3232.45,3.01B,-1.67%
2021/12/1,3291.4,3283.73,3324.39,3271.56,1.60B,0.99%
2021/12/2,3334.6,3292.57,3338.24,3291.54,2.07B,1.31%
2021/12/3,3361.2,3333.71,3371.61,3300.07,1.98B,0.80%
2021/12/6,3366.45,3328.8,3381.68,3328.8,1.96B,0.16%
2021/12/7,3417.65,3390.71,3421.41,3363.67,1.56B,1.52%
2021/12/8,3414.76,3429.05,3429.05,3397.31,1.37B,-0.08%
2021/12/9,3429.41,3429.34,3444.11,3424.28,1.35B,0.43%
2021/12/10,3404.93,3400.22,3420.12,3396.07,969.91M,-0.71%
2021/12/13,3399.38,3429.44,3447.61,3392.51,2.93B,-0.16%
2021/12/14,3355.34,3359.31,3381.95,3344.1,2.16B,-1.30%
2021/12/15,3348.93,3348.81,3374.15,3338.19,1.76B,-0.19%
2021/12/16,3352.2,3343.82,3362,3328.57,1.42B,0.10%
2021/12/17,3366.18,3367.6,3379.18,3358.31,1.83B,0.42%
2021/12/20,3320.43,3342.54,3357.98,3310.29,1.38B,-1.36%
2021/12/21,3322.69,3342.34,3345.18,3316.53,1.17B,0.07%
2021/12/22,3330.01,3334.63,3336.68,3315.46,914.64M,0.22%
2021/12/23,3353.61,3343.67,3356.18,3338.77,1.91B,0.71%
2021/12/24,3362.43,3367.15,3369.24,3353.99,665.51M,0.26%
2021/12/28,3388.53,3362.85,3388.53,3362.85,1.74B,0.78%
2021/12/29,3382.24,3394.32,3394.32,3370.3,556.68M,-0.19%
2021/12/30,3378.99,3394.03,3398.04,3367.07,744.25M,-0.10%
2021/12/31,3375.45,3392.17,3397.99,3374.84,427.04M,-0.10%
